"Port Number","Service Name","Description"
"10541","MOS-upper","MOS Running Order Port"
"10541","MOS-upper","MOS Running Order Port"
"10542","MOS-aux","MOS Low Priority Port"
"10542","MOS-aux","MOS Low Priority Port"
"10543","MOS-soap","MOS SOAP Default Port"
"10543","MOS-soap","MOS SOAP Default Port"
"10544","MOS-soap-opt","MOS SOAP Optional Port"
"10544","MOS-soap-opt","MOS SOAP Optional Port"
"10545-10547","","Unassigned"
"10548","serverdocs","Apple Document Sharing Service"
"10548","","Reserved"
"10549-10630","","Unassigned"
"10631","printopia","Printopia Serve"
"10631","","Reserved"
"10632-10799","","Unassigned"
"10800","gap","Gestor de Acaparamiento para Pocket PCs"
"10800","gap","Gestor de Acaparamiento para Pocket PCs"
"10801-10804","","Unassigned"
"10805","lpdg","LUCIA Pareja Data Group"
"10805","lpdg","LUCIA Pareja Data Group"
"10806-10808","","Unassigned"
"10809","nbd","Linux Network Block Device"
"10809","","Reserved"
"10810","","Reserved"
"10810","nmc-disc","Nuance Mobile Care Discovery"
"10811-10859","","Unassigned"
"10860","helix","Helix Client/Server"
"10860","helix","Helix Client/Server"
"10861-10879","","Unassigned"
"10880","bveapi","BVEssentials HTTP API"
"10880","bveapi","BVEssentials HTTP API"
"10881-10932","","Unassigned"
"10933","octopustentacle","Listen port used by the Octopus Deploy Tentacle deployment agent"
"10933","","Reserved"
"10934-10989","","Unassigned"
"10990","rmiaux","Auxiliary RMI Port"
"10990","rmiaux","Auxiliary RMI Port"
"10991-10999","","Unassigned"
"11000","irisa","IRISA"
"11000","irisa","IRISA"
"11001","metasys","Metasys"
"11001","metasys","Metasys"
"11002-11022","","Unassigned"
"10023","cefd-vmp","Comtech EF-Data's Vipersat Management Protocol"
"10023","","Reserved"
"11024-11094","","Unassigned"
"11095","weave","Nest device-to-device and device-to-service application protocol"
"11095","weave","Nest device-to-device and device-to-service application protocol"
"11096-11102","","Unassigned"
"11103","origo-sync","OrigoDB Server Sync Interface"
"11103","","Reserved"
"11104","netapp-icmgmt","NetApp Intercluster Management"
"11104","","Reserved"
"11105","netapp-icdata","NetApp Intercluster Data"
"11105","","Reserved"
"11106","sgi-lk","SGI LK Licensing service"
"11106","sgi-lk","SGI LK Licensing service"
"11107","","Unassigned"
"11108","myq-termlink","Hardware Terminals Discovery and Low-Level Communication Protocol"
"11108","","Reserved"
"11109","sgi-dmfmgr","Data migration facility Manager (DMF) is a browser based interface to DMF"
"11109","","Reserved"
"11110","sgi-soap","Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF"
"11110","","Reserved"
"11111","vce","Viral Computing Environment (VCE)"
"11111","vce","Viral Computing Environment (VCE)"
"11112","dicom","DICOM"
"11112","dicom","DICOM"
"11113-11160","","Unassigned"
"11161","suncacao-snmp","sun cacao snmp access point"
"11161","suncacao-snmp","sun cacao snmp access point"
"11162","suncacao-jmxmp","sun cacao JMX-remoting access point"
"11162","suncacao-jmxmp","sun cacao JMX-remoting access point"
"11163","suncacao-rmi","sun cacao rmi registry access point"
"11163","suncacao-rmi","sun cacao rmi registry access point"
"11164","suncacao-csa","sun cacao command-streaming access point"
"11164","suncacao-csa","sun cacao command-streaming access point"
"11165","suncacao-websvc","sun cacao web service access point"
"11165","suncacao-websvc","sun cacao web service access point"
"11166-11170","","Unassigned"
"11171","","Reserved"
"11171","snss","Surgical Notes Security Service Discovery (SNSS)"
"11172","oemcacao-jmxmp","OEM cacao JMX-remoting access point"
"11172","","Reserved"
"11173","t5-straton","Straton Runtime Programing"
"11173","","Reserved"
"11174","oemcacao-rmi","OEM cacao rmi registry access point"
"11174","","Reserved"
"11175","oemcacao-websvc","OEM cacao web service access point"
"11175","","Reserved"
"11176-11200","","Unassigned"
"11201","smsqp","smsqp"
"11201","smsqp","smsqp"
"11202","dcsl-backup","DCSL Network Backup Services"
"11202","","Reserved"
"11203-11207","","Unassigned"
"11208","wifree","WiFree Service"
"11208","wifree","WiFree Service"
"11209-11210","","Unassigned"
"11211","memcache","Memory cache service"
"11211","memcache","Memory cache service"
"11212-11318","","Unassigned"
"11319","imip","IMIP"
"11319","imip","IMIP"
"11320","imip-channels","IMIP Channels Port"
"11320","imip-channels","IMIP Channels Port"
"11321","arena-server","Arena Server Listen"
"11321","arena-server","Arena Server Listen"
"11322-11366","","Unassigned"
"11367","atm-uhas","ATM UHAS"
"11367","atm-uhas","ATM UHAS"
"11368-11370","","Unassigned"
"11371","hkp","OpenPGP HTTP Keyserver"
"11371","hkp","OpenPGP HTTP Keyserver"
"11372-11429","","Unassigned"
"11430","lsdp","Lenbrook Service Discovery Protocol"
"11430","","Reserved"
"11431-11488","","Unassigned"
"11489","asgcypresstcps","ASG Cypress Secure Only"
"11489","","Reserved"
"11490-11599","","Unassigned"
"11600","tempest-port","Tempest Protocol Port"
"11600","tempest-port","Tempest Protocol Port"
"11601-11622","","Unassigned"
"11623","emc-xsw-dconfig","EMC XtremSW distributed config"
"11623","","Reserved"
"11624-11719","","Unassigned"
"11720","h323callsigalt","H.323 Call Control Signalling Alternate"
"11720","h323callsigalt","H.323 Call Control Signalling Alternate"
"11721-11722","","Unassigned"
"11723","emc-xsw-dcache","EMC XtremSW distributed cache"
"11723","emc-xsw-dcache","EMC XtremSW distributed cache"
"11724-11750","","Unassigned"
"11751","intrepid-ssl","Intrepid SSL"
"11751","intrepid-ssl","Intrepid SSL"
"11752-11795","","Unassigned"
"11796","lanschool","LanSchool"
"11796","lanschool-mpt","Lanschool Multipoint"
"11797-11875","","Unassigned"
"11876","xoraya","X2E Xoraya Multichannel protocol"
"11876","xoraya","X2E Xoraya Multichannel protocol"
"11877","","Reserved"
"11877","x2e-disc","X2E service discovery protocol"
"11878-11966","","Unassigned"
"11967","sysinfo-sp","SysInfo Service Protocol"
"11967","sysinfo-sp","SysInfo Sercice Protocol"
"11968-11996","","Unassigned"
"11997","wmereceiving","WorldMailExpress"
"11998","wmedistribution","WorldMailExpress"
"11999","wmereporting","WorldMailExpress"
"12000","entextxid","IBM Enterprise Extender SNA XID Exchange"
"12000","entextxid","IBM Enterprise Extender SNA XID Exchange"
"12001","entextnetwk","IBM Enterprise Extender SNA COS Network Priority"
"12001","entextnetwk","IBM Enterprise Extender SNA COS Network Priority"
"12002","entexthigh","IBM Enterprise Extender SNA COS High Priority"
"12002","entexthigh","IBM Enterprise Extender SNA COS High Priority"
"12003","entextmed","IBM Enterprise Extender SNA COS Medium Priority"
"12003","entextmed","IBM Enterprise Extender SNA COS Medium Priority"
"12004","entextlow","IBM Enterprise Extender SNA COS Low Priority"
"12004","entextlow","IBM Enterprise Extender SNA COS Low Priority"
"12005","dbisamserver1","DBISAM Database Server - Regular"
"12005","dbisamserver1","DBISAM Database Server - Regular"
"12006","dbisamserver2","DBISAM Database Server - Admin"
"12006","dbisamserver2","DBISAM Database Server - Admin"
"12007","accuracer","Accuracer Database System Server"
"12007","accuracer","Accuracer Database System Server"
"12008","accuracer-dbms","Accuracer Database System Admin"
"12008","accuracer-dbms","Accuracer Database System Admin"
"12009","","Reserved"
"12009","ghvpn","Green Hills VPN"
"12010","edbsrvr","ElevateDB Server"
"12010","","Reserved"
"12011","","Unassigned"
"12012","vipera","Vipera Messaging Service"
"12012","vipera","Vipera Messaging Service"
"12013","vipera-ssl","Vipera Messaging Service over SSL Communication"
"12013","vipera-ssl","Vipera Messaging Service over SSL Communication"
"12014-12108","","Unassigned"
"12109","rets-ssl","RETS over SSL"
"12109","rets-ssl","RETS over SSL"
"12110-12120","","Unassigned"
"12121","nupaper-ss","NuPaper Session Service"
"12121","nupaper-ss","NuPaper Session Service"
"12122-12167","","Unassigned"
"12168","cawas","CA Web Access Service"
"12168","cawas","CA Web Access Service"
"12169-12171","","Unassigned"
"12172","hivep","HiveP"
"12172","hivep","HiveP"
"12173-12299","","Unassigned"
"12300","linogridengine","LinoGrid Engine"
"12300","linogridengine","LinoGrid Engine"
"12301","","Unassigned"
"12302","rads","Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state"
"12302","","Reserved"
"12303-12320","","Unassigned"
"12321","warehouse-sss","Warehouse Monitoring Syst SSS"
"12321","warehouse-sss","Warehouse Monitoring Syst SSS"
"12322","warehouse","Warehouse Monitoring Syst"
"12322","warehouse","Warehouse Monitoring Syst"
"12323-12344","","Unassigned"
"12345","italk","Italk Chat System"
"12345","italk","Italk Chat System"
"12346-12752","","Unassigned"
"12753","tsaf","tsaf port"
"12753","tsaf","tsaf port"
"12754-12864","","Unassigned"
"12865","netperf","control port for the netperf benchmark"
"12865","","Reserved"
"12866-13159","","Unassigned"
"13160","i-zipqd","I-ZIPQD"
"13160","i-zipqd","I-ZIPQD"
"13161-13215","","Unassigned"
"13216","bcslogc","Black Crow Software application logging"
"13216","bcslogc","Black Crow Software application logging"
"13217","rs-pias","R&S Proxy Installation Assistant Service"
"13217","rs-pias","R&S Proxy Installation Assistant Service"
"13218","emc-vcas-tcp","EMC Virtual CAS Service"
"13218","emc-vcas-udp","EMV Virtual CAS Service Discovery"
"13219-13222","","Unassigned"
"13223","powwow-client","PowWow Client"
"13223","powwow-client","PowWow Client"
"13224","powwow-server","PowWow Server"
"13224","powwow-server","PowWow Server"
"13225-13399","","Unassigned"
"13400","doip-data","DoIP Data"
"13400","doip-disc","DoIP Discovery"
"13401-13719","","Unassigned"
"13720","bprd","BPRD Protocol (VERITAS NetBackup)"
"13720","bprd","BPRD Protocol (VERITAS NetBackup)"
"13721","bpdbm","BPDBM Protocol (VERITAS NetBackup)"
"13721","bpdbm","BPDBM Protocol (VERITAS NetBackup)"
"13722","bpjava-msvc","BP Java MSVC Protocol"
"13722","bpjava-msvc","BP Java MSVC Protocol"
"13723","","Unassigned"
"13724","vnetd","Veritas Network Utility"
"13724","vnetd","Veritas Network Utility"
"13725-13781","","Unassigned"
"13782","bpcd","VERITAS NetBackup"
"13782","bpcd","VERITAS NetBackup"
"13783","vopied","VOPIED Protocol"
"13783","vopied","VOPIED Protocol"
"13784","","Unassigned"
"13785","nbdb","NetBackup Database"
"13785","nbdb","NetBackup Database"
"13786","nomdb","Veritas-nomdb"
"13786","nomdb","Veritas-nomdb"
"13787-13817","","Unassigned"
"13818","dsmcc-config","DSMCC Config"
"13818","dsmcc-config","DSMCC Config"
"13819","dsmcc-session","DSMCC Session Messages"
"13819","dsmcc-session","DSMCC Session Messages"
"13820","dsmcc-passthru","DSMCC Pass-Thru Messages"
"13820","dsmcc-passthru","DSMCC Pass-Thru Messages"
"13821","dsmcc-download","DSMCC Download Protocol"
"13821","dsmcc-download","DSMCC Download Protocol"
"13822","dsmcc-ccp","DSMCC Channel Change Protocol"
"13822","dsmcc-ccp","DSMCC Channel Change Protocol"
"13823","bmdss","Blackmagic Design Streaming Server"
"13823","","Reserved"
"13824-13893","","Unassigned"
"13894","ucontrol","Ultimate Control communication protocol"
"13894","ucontrol","Ultimate Control communication protocol"
"13895-13928","","Unassigned"
"13929","dta-systems","D-TA SYSTEMS"
"13929","dta-systems","D-TA SYSTEMS"
"13930","medevolve","MedEvolve Port Requester"
"13930","","Reserved"
"13931-13999","","Unassigned"
"14000","scotty-ft","SCOTTY High-Speed Filetransfer"
"14000","scotty-ft","SCOTTY High-Speed Filetransfer"
"14001","sua","SUA"
"14001","sua","De-Registered"
"14001","sua","SUA"
"14002","scotty-disc","Discovery of a SCOTTY hardware codec board"
"14002","","Reserved"
"14003-14032","","Unassigned"
"14033","sage-best-com1","sage Best! Config Server 1"
"14033","sage-best-com1","sage Best! Config Server 1"
"14034","sage-best-com2","sage Best! Config Server 2"
"14034","sage-best-com2","sage Best! Config Server 2"
"14035-14140","","Unassigned"
"14141","vcs-app","VCS Application"
"14141","vcs-app","VCS Application"
"14142","icpp","IceWall Cert Protocol"
"14142","icpp","IceWall Cert Protocol"
"14143","icpps","IceWall Cert Protocol over TLS"
"14143","","Reserved"
"14144","","Unassigned"
"14145","gcm-app","GCM Application"
"14145","gcm-app","GCM Application"
"14146-14148","","Unassigned"
"14149","vrts-tdd","Veritas Traffic Director"
"14149","vrts-tdd","Veritas Traffic Director"
"14150","vcscmd","Veritas Cluster Server Command Server"
"14150","","Reserved"
"14151-14153","","Unassigned"
"14154","vad","Veritas Application Director"
"14154","vad","Veritas Application Director"
"14155-14249","","Unassigned"
"14250","cps","Fencing Server"
"14250","cps","Fencing Server"
"14251-14413","","Unassigned"
"14414","ca-web-update","CA eTrust Web Update Service"
"14414","ca-web-update","CA eTrust Web Update Service"
"14415-14499","","Unassigned"
"14500","xpra","xpra network protocol"
"14500","","Reserved"
"14501-14935","","Unassigned"
"14936","hde-lcesrvr-1","hde-lcesrvr-1"
"14936","hde-lcesrvr-1","hde-lcesrvr-1"
"14937","hde-lcesrvr-2","hde-lcesrvr-2"
"14937","hde-lcesrvr-2","hde-lcesrvr-2"
"14938-14999","","Unassigned"
"15000","hydap","Hypack Data Aquisition"
"15000","hydap","Hypack Data Aquisition"
"15001","","Unassigned"
"15002","onep-tls","Open Network Environment TLS"
"15002","","Reserved"
"15003-15117","","Unassigned"
"15118","","Reserved"
"15118","v2g-secc","v2g Supply Equipment Communication Controller Discovery Protocol"
"15119-15344","","Unassigned"
"15345","xpilot","XPilot Contact Port"
"15345","xpilot","XPilot Contact Port"
"15346-15362","","Unassigned"
"15363","3link","3Link Negotiation"
"15363","3link","3Link Negotiation"
"15364-15554","","Unassigned"
"15555","cisco-snat","Cisco Stateful NAT"
"15555","cisco-snat","Cisco Stateful NAT"
"15556-15659","","Unassigned"
"15660","bex-xr","Backup Express Restore Server"
"15660","bex-xr","Backup Express Restore Server"
"15661-15739","","Unassigned"
"15740","ptp","Picture Transfer Protocol"
"15740","ptp","Picture Transfer Protocol"
"15741-15997","","Unassigned"
"15998","","Reserved"
"15998","2ping","2ping Bi-Directional Ping Service"
"15999","programmar","ProGrammar Enterprise"
"15999","","Reserved"
"16000","fmsas","Administration Server Access"
"16000","","Reserved"
"16001","fmsascon","Administration Server Connector"
"16001","","Reserved"
"16002","gsms","GoodSync Mediation Service"
"16002","","Reserved"
"16003","","Reserved"
"16003","alfin","Automation and Control by REGULACE.ORG"
"16004-16019","","Unassigned"
"16020","jwpc","Filemaker Java Web Publishing Core"
"16020","","Reserved"
"16021","jwpc-bin","Filemaker Java Web Publishing Core Binary"
"16021","","Reserved"
"16022-16160","","Unassigned"
"16161","sun-sea-port","Solaris SEA Port"
"16161","sun-sea-port","Solaris SEA Port"
"16162","solaris-audit","Solaris Audit - secure remote audit log"
"16162","","Reserved"
"16163-16308","","Unassigned"
"16309","etb4j","etb4j"
"16309","etb4j","etb4j"
"16310","pduncs","Policy Distribute, Update Notification"
"16310","pduncs","Policy Distribute, Update Notification"
"16311","pdefmns","Policy definition and update management"
"16311","pdefmns","Policy definition and update management"
"16312-16359","","Unassigned"
"16360","netserialext1","Network Serial Extension Ports One"
"16360","netserialext1","Network Serial Extension Ports One"
"16361","netserialext2","Network Serial Extension Ports Two"
"16361","netserialext2","Network Serial Extension Ports Two"
"16362-16366","","Unassigned"
"16367","netserialext3","Network Serial Extension Ports Three"
"16367","netserialext3","Network Serial Extension Ports Three"
"16368","netserialext4","Network Serial Extension Ports Four"
"16368","netserialext4","Network Serial Extension Ports Four"
"16369-16383","","Unassigned"
"16384","connected","Connected Corp"
"16384","connected","Connected Corp"
"16385","rdgs","Reliable Datagram Sockets"
"16385","","Reserved"
"16386-16618","","Unassigned"
"16619","xoms","X509 Objects Management Service"
"16619","","Reserved"
"16620-16664","","Unassigned"
"16665","axon-tunnel","Reliable multipath data transport for high latencies"
"16665","","Reserved"
"16666","","Reserved"
"16666","vtp","Vidder Tunnel Protocol"
"16667-16788","","Unassigned"
"16789","cadsisvr","This server provides callable services to mainframe External Security Managers from any TCP/IP platform"
"16789","","Reserved"
"16790-16899","","Unassigned"
"16900","newbay-snc-mc","Newbay Mobile Client Update Service"
"16900","newbay-snc-mc","Newbay Mobile Client Update Service"
"16901-16949","","Unassigned"
"16950","sgcip","Simple Generic Client Interface Protocol"
"16950","sgcip","Simple Generic Client Interface Protocol"
"16951-16990","","Unassigned"
"16991","intel-rci-mp","INTEL-RCI-MP"
"16991","intel-rci-mp","INTEL-RCI-MP"
"16992","amt-soap-http","Intel(R) AMT SOAP/HTTP"
"16992","amt-soap-http","Intel(R) AMT SOAP/HTTP"
"16993","amt-soap-https","Intel(R) AMT SOAP/HTTPS"
"16993","amt-soap-https","Intel(R) AMT SOAP/HTTPS"
"16994","amt-redir-tcp","Intel(R) AMT Redirection/TCP"
"16994","amt-redir-tcp","Intel(R) AMT Redirection/TCP"
"16995","amt-redir-tls","Intel(R) AMT Redirection/TLS"
"16995","amt-redir-tls","Intel(R) AMT Redirection/TLS"
"16996-17006","","Unassigned"
"17007","isode-dua",""
"17007","isode-dua",""
"17008-17183","","Unassigned"
"17184","vestasdlp","Vestas Data Layer Protocol"
"17184","","Reserved"
"17185","soundsvirtual","Sounds Virtual"
"17185","soundsvirtual","Sounds Virtual"
"17186-17218","","Unassigned"
"17219","chipper","Chipper"
"17219","chipper","Chipper"
"17220","avtp","IEEE 1722 Transport Protocol for Time Sensitive Applications"
"17220","avtp","IEEE 1722 Transport Protocol for Time Sensitive Applications"
"17221","avdecc","IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control"
"17221","avdecc","IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control"
"17222","","Reserved"
"17222","cpsp","Control Plane Synchronization Protocol (SPSP)"
"17223","isa100-gci","ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application"
"17223","","Reserved"
"17224","trdp-pd","Train Realtime Data Protocol (TRDP) Process Data"
"17224","","Reserved"
"17225","trdp-md","Train Realtime Data Protocol (TRDP) Message Data"
"17225","trdp-md","Train Realtime Data Protocol (TRDP) Message Data"
"17226-17233","","Unassigned"
"17234","integrius-stp","Integrius Secure Tunnel Protocol"
"17234","integrius-stp","Integrius Secure Tunnel Protocol"
"17235","ssh-mgmt","SSH Tectia Manager"
"17235","ssh-mgmt","SSH Tectia Manager"
"17236-17499","","Unassigned"
"17500","db-lsp","Dropbox LanSync Protocol"
"17500","db-lsp-disc","Dropbox LanSync Discovery"
"17501-17554","","Unassigned"
"17555","ailith","Ailith management of routers"
"17555","","Reserved"
"17556-17728","","Unassigned"
"17729","ea","Eclipse Aviation"
"17729","ea","Eclipse Aviation"
"17730-17753","","Unassigned"
"17754","zep","Encap. ZigBee Packets"
"17754","zep","Encap. ZigBee Packets"
"17755","zigbee-ip","ZigBee IP Transport Service"
"17755","zigbee-ip","ZigBee IP Transport Service"
"17756","zigbee-ips","ZigBee IP Transport Secure Service"
"17756","zigbee-ips","ZigBee IP Transport Secure Service"
"17757-17776","","Unassigned"
"17777","sw-orion","SolarWinds Orion"
"17777","","Reserved"
"17778-17999","","Unassigned"
"18000","biimenu","Beckman Instruments, Inc."
"18000","biimenu","Beckman Instruments, Inc."
"18001-18103","","Unassigned"
"18104","radpdf","RAD PDF Service"
"18104","","Reserved"
"18105-18135","","Unassigned"
"18136","racf","z/OS Resource Access Control Facility"
"18136","","Reserved"
"18137-18180","","Unassigned"
"18181","opsec-cvp","OPSEC CVP"
"18181","opsec-cvp","OPSEC CVP"
"18182","opsec-ufp","OPSEC UFP"
"18182","opsec-ufp","OPSEC UFP"
"18183","opsec-sam","OPSEC SAM"
"18183","opsec-sam","OPSEC SAM"
"18184","opsec-lea","OPSEC LEA"
"18184","opsec-lea","OPSEC LEA"
"18185","opsec-omi","OPSEC OMI"
"18185","opsec-omi","OPSEC OMI"
"18186","ohsc","Occupational Health SC"
"18186","ohsc","Occupational Health Sc"
"18187","opsec-ela","OPSEC ELA"
"18187","opsec-ela","OPSEC ELA"
"18188-18240","","Unassigned"
"18241","checkpoint-rtm","Check Point RTM"
"18241","checkpoint-rtm","Check Point RTM"
"18242","iclid","Checkpoint router monitoring"
"18242","","Reserved"
"18243","clusterxl","Checkpoint router state backup"
"18243","","Reserved"
"18244-18261","","Unassigned"
"18262","gv-pf","GV NetConfig Service"
"18262","gv-pf","GV NetConfig Service"
"18263-18462","","Unassigned"
"18463","ac-cluster","AC Cluster"
"18463","ac-cluster","AC Cluster"
"18464-18633","","Unassigned"
"18634","rds-ib","Reliable Datagram Service"
"18634","rds-ib","Reliable Datagram Service"
"18635","rds-ip","Reliable Datagram Service over IP"
"18635","rds-ip","Reliable Datagram Service over IP"
"18636-18667","","Unassigned"
"18668","vdmmesh","Manufacturing Execution Systems Mesh Communication"
"18668","vdmmesh-disc","Manufacturing Execution Systems Mesh Communication"
"18669-18768","","Unassigned"
"18769","ique","IQue Protocol"
"18769","ique","IQue Protocol"
"18770-18880","","Unassigned"
"18881","infotos","Infotos"
"18881","infotos","Infotos"
"18882-18887","","Unassigned"
"18888","apc-necmp","APCNECMP"
"18888","apc-necmp","APCNECMP"
"18889-18999","","Unassigned"
"19000","igrid","iGrid Server"
"19000","igrid","iGrid Server"
"19001-19006","","Unassigned"
"19007","scintilla","Scintilla protocol for device services"
"19007","scintilla","Scintilla protocol for device services"
"19008-19019","","Unassigned"
"19020","j-link","J-Link TCP/IP Protocol"
"19020","","Reserved"
"19021-19190","","Unassigned"
"19191","opsec-uaa","OPSEC UAA"
"19191","opsec-uaa","OPSEC UAA"
"19192-19193","","Unassigned"
"19194","ua-secureagent","UserAuthority SecureAgent"
"19194","ua-secureagent","UserAuthority SecureAgent"
"19195-19219","","Unassigned"
"19220","cora","Client Connection Management and Data Exchange Service"
"19220","cora-disc","Discovery for Client Connection Management and Data Exchange Service"
"19221-19282","","Unassigned"
"19283","keysrvr","Key Server for SASSAFRAS"
"19283","keysrvr","Key Server for SASSAFRAS"
"19284-19314","","Unassigned"
"19315","keyshadow","Key Shadow for SASSAFRAS"
"19315","keyshadow","Key Shadow for SASSAFRAS"
"19316-19397","","Unassigned"
"19398","mtrgtrans","mtrgtrans"
"19398","mtrgtrans","mtrgtrans"
"19399-19409","","Unassigned"
"19410","hp-sco","hp-sco"
"19410","hp-sco","hp-sco"
"19411","hp-sca","hp-sca"
"19411","hp-sca","hp-sca"
"19412","hp-sessmon","HP-SESSMON"
"19412","hp-sessmon","HP-SESSMON"
"19413-19538","","Unassigned"
"19539","fxuptp","FXUPTP"
"19539","fxuptp","FXUPTP"
"19540","sxuptp","SXUPTP"
"19540","sxuptp","SXUPTP"
"19541","jcp","JCP Client"
"19541","jcp","JCP Client"
"19542-19787","","Unassigned"
"19788","mle","Mesh Link Establishment"
"19788","","Reserved"
"19789-19997","","Unassigned"
"19998","iec-104-sec","IEC 60870-5-104 process control - secure"
"19998","","Reserved"
"19999","dnp-sec","Distributed Network Protocol - Secure"
"19999","dnp-sec","Distributed Network Protocol - Secure"
"20000","dnp","DNP"
"20000","dnp","DNP"
"20001","microsan","MicroSAN"
"20001","microsan","MicroSAN"
"20002","commtact-http","Commtact HTTP"
"20002","commtact-http","Commtact HTTP"
"20003","commtact-https","Commtact HTTPS"
"20003","commtact-https","Commtact HTTPS"
"20004","","Unassigned"
"20005","openwebnet","OpenWebNet protocol for electric network"
"20005","openwebnet","OpenWebNet protocol for electric network"
"20006-20011","","Unassigned"
"20012","","Reserved"
"20012","ss-idi-disc","Samsung Interdevice Interaction discovery"
"20013","ss-idi","Samsung Interdevice Interaction"
"20013","","Reserved"
"20014","opendeploy","OpenDeploy Listener"
"20014","opendeploy","OpenDeploy Listener"
"20015-20033","","Unassigned"
"20034","nburn-id","NetBurner ID Port
IANA assigned this well-formed service name as a replacement for ""nburn_id""."
"20034","nburn_id","NetBurner ID Port"
"20034","nburn-id","NetBurner ID Port
IANA assigned this well-formed service name as a replacement for ""nburn_id""."
"20034","nburn_id","NetBurner ID Port"
"20035-20045","","Unassigned"
"20046","tmophl7mts","TMOP HL7 Message Transfer Service"
"20046","tmophl7mts","TMOP HL7 Message Transfer Service"
"20047-20047","","Unassigned"
"20048","mountd","NFS mount protocol"
"20048","mountd","NFS mount protocol"
"20049","nfsrdma","Network File System (NFS) over RDMA"
"20049","nfsrdma","Network File System (NFS) over RDMA"
"20049","nfsrdma","Network File System (NFS) over RDMA"
"20050-20056","","Unassigned"
"20057","avesterra","AvesTerra Hypergraph Transfer Protocol (HGTP)"
"20057","","Reserved"
"20058-20166","","Unassigned"
"20167","tolfab","TOLfab Data Change"
"20167","tolfab","TOLfab Data Change"
"20168-20201","","Unassigned"
"20202","ipdtp-port","IPD Tunneling Port"
"20202","ipdtp-port","IPD Tunneling Port"
"20203-20221","","Unassigned"
"20222","ipulse-ics","iPulse-ICS"
"20222","ipulse-ics","iPulse-ICS"
"20223-20479","","Unassigned"
"20480","emwavemsg","emWave Message Service"
"20480","emwavemsg","emWave Message Service"
"20481-20669","","Unassigned"
"20670","track","Track"
"20670","track","Track"
"20671-20998","","Unassigned"
"20999","athand-mmp","At Hand MMP"
"20999","athand-mmp","AT Hand MMP"
"21000","irtrans","IRTrans Control"
"21000","irtrans","IRTrans Control"
"21001-21009","","Unassigned"
"21010","notezilla-lan","Notezilla.Lan Server"
"21010","","Reserved"
"21011-21220","","Unassigned"
"21221","aigairserver","Services for Air Server"
"21221","","Reserved"
"21222-21552","","Unassigned"
"21553","rdm-tfs","Raima RDM TFS"
"21553","","Reserved"
"21554","dfserver","MineScape Design File Server"
"21554","dfserver","MineScape Design File Server"
"21555-21589","","Unassigned"
"21590","vofr-gateway","VoFR Gateway"
"21590","vofr-gateway","VoFR Gateway"
"21591-21799","","Unassigned"
"21800","tvpm","TVNC Pro Multiplexing"
"21800","tvpm","TVNC Pro Multiplexing"
"21801-21844","","Unassigned"
"21845","webphone","webphone"
"21845","webphone","webphone"
"21846","netspeak-is","NetSpeak Corp. Directory Services"
"21846","netspeak-is","NetSpeak Corp. Directory Services"
"21847","netspeak-cs","NetSpeak Corp. Connection Services"
"21847","netspeak-cs","NetSpeak Corp. Connection Services"
"21848","netspeak-acd","NetSpeak Corp. Automatic Call Distribution"
"21848","netspeak-acd","NetSpeak Corp. Automatic Call Distribution"
"21849","netspeak-cps","NetSpeak Corp. Credit Processing System"
"21849","netspeak-cps","NetSpeak Corp. Credit Processing System"
"21850-21999","","Unassigned"
"22000","snapenetio","SNAPenetIO"
"22000","snapenetio","SNAPenetIO"
"22001","optocontrol","OptoControl"
"22001","optocontrol","OptoControl"
"22002","optohost002","Opto Host Port 2"
"22002","optohost002","Opto Host Port 2"
"22003","optohost003","Opto Host Port 3"
"22003","optohost003","Opto Host Port 3"
"22004","optohost004","Opto Host Port 4"
"22004","optohost004","Opto Host Port 4"
"22005","optohost004","Opto Host Port 5"
"22005","optohost004","Opto Host Port 5"
"22006-22124","","Unassigned"
"22125","dcap","dCache Access Protocol"
"22125","","Reserved"
"22126-22127","","Unassigned"
"22128","gsidcap","GSI dCache Access Protocol"
"22128","","Reserved"
"22129-22221","","Unassigned"
"22222","easyengine","EasyEngine is CLI tool to manage WordPress Sites on Nginx server"
"22222","","Reserved"
"22223-22272","","Unassigned"
"22273","wnn6","wnn6"
"22273","wnn6","wnn6"
"22274-22304","","Unassigned"
"22305","cis","CompactIS Tunnel"
"22305","cis","CompactIS Tunnel"
"22306-22334","","Unassigned"
"22335","shrewd-control","Initium Labs Security and Automation Control"
"22335","shrewd-stream","Initium Labs Security and Automation Streaming"
"22336-22342","","Unassigned"
"22343","cis-secure","CompactIS Secure Tunnel"
"22343","cis-secure","CompactIS Secure Tunnel"
"22344-22346","","Unassigned"
"22347","wibukey","WibuKey Standard WkLan"
"22347","wibukey","WibuKey Standard WkLan"
"22348-22349","","Unassigned"
"22350","codemeter","CodeMeter Standard"
"22350","codemeter","CodeMeter Standard"
"22351","codemeter-cmwan","TPC/IP requests of copy protection software to a server"
"22351","","Reserved"
